class,pixcount
1.0,942900.0
2.0,53752.0
3.0,736076.0
4.0,593187.0
1110.0,127005.0
1120.0,14798.0
1130.0,425296.0
1140.0,28.0
1150.0,3235.0
1210.0,67997.0
1220.0,16860.0
1310.0,157340.0
1320.0,21335.0
1410.0,6.0
1430.0,797.0
1440.0,10309.0
2200.0,35.0
2310.0,2233.0
3100.0,1334.0
